title,body,impact,urgency,priority
Field Changes,"When Individual/Corporate = Singpass, show NRIC/FIN only

When Individual/Corporate= CorpPass, show UEN only

as stated in the FS

!image-2019-04-05-13-29-28-782.png!

!image-2019-04-05-13-27-12-376.png!",3,3,3
File downloaded as XLS_ instead of XLS for Semakau Landfill form,"*Reporter:* Roxanne, 3PND

*Details:*

User reported that when she downloaded the file, she cannot open cuz it became a XLS_ extension. It should be XLS instead.

 

.",3,3,3
Filter auto disappear when I scroll down,"Cremation schedule in internet

Using Mobile Chrome Android",3,3,3
Filter on Announcement Module Not Working,!image-2019-01-11-13-53-48-047.png!,3,3,3
"Filter, Search, Advanced Search function is not working","Filtering/Searching on the report module will bring me to this page

!image-2019-01-07-12-42-04-400.png!",3,3,3
"Fix the ""Back to Top"" button and Remove the Contact Email","Contact email is already provided under the notification configuration, this one is a duplicate

!image-2019-04-02-13-58-49-771.png!",3,3,3
Fix the Listing UI for Empty Records,"Please add the header of the table and remove the pagination if the record is empty.

!image-2019-05-16-20-32-32-395.png!",3,3,3
Footer somehow look weird,See attached screenshot.,3,3,3
Form Not Available,"Application for Permission to Retain Corpse for a Period Exceeding 7 Days is not working

 

This one I use Singpass

!image-2019-02-13-01-32-38-270.png!",2,2,2
Form Scroll Up Behavior,"If there is a field that got an error, after clicking on the next button, the form will scroll up then show an error message ""There is an invalid input""",3,3,3
Form fields missing,"There should be button tags for this section. Now its missing.

!image-2019-01-10-12-59-10-215.png!",2,3,2
Form should scroll to top after each step,"After clicking 'Next', the form should scroll to the top of the page.

!scroll to top.gif!",3,3,3
Forms - Internet Explorer Issues,"Problems:
 # Calendar rendering problem
 # Unable to upload files
 # Unable to upload multiple files",2,2,1
Forms Acknowledgement Page - Email button not working,"After reachign the ack page, I clicked on the 'Email' button but there was no response from the web page. 

Please see console error here:

!image-2019-04-30-15-36-24-344.png!",3,3,3
Forms are not supposed to be mandatory,"According to the FS, these 2 are not mandatory fields.

!image-2019-01-11-18-36-22-337.png!

!image-2019-01-11-18-36-50-879.png!",2,3,3
Frequent Inaccurate Loading of eServices directory,"!image-2019-04-09-17-37-17-858.png|width=385,height=514!
This matter can sometimes be solved by just refreshing the page or clicking the letter again, however it happens frequently enough for it to be an issue of concern. User highlighted this problem several times. Found this issue in the internet staging site at NEA.",3,3,3
General Login Page,"!image-2019-04-12-17-06-30-682.png|thumbnail!
 # Custom Account login button missing. 
 # Singpass should be SingPass
 # Typo, should be ""To access all of ePortal's features, login is required. Please select from one of the login methods.""",3,3,3
"Global Menu ""Scope"" Wrong Redirection",!image-2019-01-23-15-57-02-932.png!,3,3,3
Global Menu Health Check Wrong redirection,-,3,3,3
Global Menu Wrong Redirection and Wrong Name,"The highlighted should be eApplication Service List and eApplication List.

Both of the links has a wrong redirection also

!image-2019-01-15-11-55-00-737.png!",3,3,3
Global Menu not Working on System Administration Module,"Clicking on the collapse arrow at the global menu does not do anything 

 ",3,3,3
Global Search on Internet is not working,It seems like clicking on the search suggestion wont bring me anywhere,3,3,2
Global menu UI problem,"Somehow the cron job menu is exceeding the limit

!image-2019-01-15-18-28-33-799.png!",3,3,3
Global menu ordering incorrect,"The ordering of the global menu is still incorrect, also, there is no menu to go to the user listing page

!image-2019-01-04-16-04-33-025.png|thumbnail!",3,3,3
Guide Me Through The Process Wrong Concept,"After clicking on the guide me through the process, the system should automatically scroll the page to the next button",3,3,3
Guide Me Trough the Process Not Working + Wrong spelling,"The function is not working also the spelling should be ""through"" not ""throught""

!image-2019-01-14-17-10-28-900.png!",3,3,2
Health Check - Alert error message from browser ,"After try to create service list, and click 'Create' without filling any fields, alert from browser shown as follows. Should be only inline error message shown. It happens also when creating new function. 

!image-2019-02-14-16-56-59-162.png!",3,3,3
Health Check - Error Function List Display,"After accessing function list on certain service, the list of function doesn't show up. There is should be some list on the function list

!image-2019-02-18-15-40-17-318.png!",2,3,2
Health Check - Error Service List display,"Service list page show list in descending mode, should be in ascending mode 

!image-2019-02-18-15-50-12-530.png!",3,3,3
Health Check - Error on healthcheck bread crumb,"After accessing healthcheck page, breadcrumb showing error 

!image-2019-02-14-16-53-50-275.png!",3,3,3
Health Check - Missing 'View' action button on Service List and Function List page,"There is should be 'View' action button on each individual list to view the detail page

!image-2019-02-18-15-32-35-948.png!",3,3,2
Health Check - Missing cross button on advance search ,"After expanding advance search list on service listing page, the filter button doesn't change to cross button to close the advance search list. 

!image-2019-02-18-15-29-23-562.png!",3,3,3
Health Check link leads to User Listing page,See attached screenshots.,3,3,3
Healthcheck Module Not Working,!image-2019-01-22-18-57-44-760.png!,1,1,1
Heartbeat endpoint for Health Check,Please Provide the heartbeat endpoint for Health check module. the heartbeat should cover internet and intranet modules.,3,3,3
Help Implement validation for Reminder on eAppointment Service Creation,"**The first reminder value must be bigger than the second reminder

**!image-2019-04-02-18-55-58-715.png!",3,3,3
Help Remove the Side menu,!image-2019-04-10-11-19-04-039.png!,3,3,3
Help hide The Highlighted Field,"Please hide all of the following fields

!image-2019-01-15-17-51-47-762.png!",3,3,3
Hide Components from Top Menu and Dashboard,"Items to hide:
 # eAppointment
 # eDocument
 # Pending Action
 # External User Management
 # ePayment

 

!image-2019-01-14-19-11-53-936.png!

!image-2019-01-14-19-12-05-672.png!

 ",3,3,3
Hide the Contact no and Email field if the Resource type is location,!image-2019-04-25-21-15-24-457.png!,3,3,3
Hold Prayer CCK Form - Cannot submit form ,"After filling all the information needed and going to the last page, application cannot be submitted. 

!image-2019-02-20-14-09-05-670.png!",1,1,1
Hold Prayer CCK Form - Error styling in Praying Date on Service Information,"1. After clicking next without filling any fields, Praying Start Date and Praying End Date color fields doesn't change to red. Also there is no inline error message on Praying End Date field

!image-2019-02-20-13-59-05-375.png!

2. Error in dropdown minutes option. The option should be only 00, 15, 30 and 45

!image-2019-02-20-14-44-10-114.png!",3,3,3
Hold Prayer CCK Form - Error styling in Result field on Organisation Information,"There is a dropdown arrow on Result field after filling the field. 

!image-2019-02-20-11-48-22-777.png!",3,3,3
Home page load in a frame,See attached screenshots.,3,3,2
Homepage Categories disappear when clicked Home button,"No Category are displayed when clicked Home button at CBPD Building Plan Consultant Request landing page. 

 

!image-2019-02-10-12-19-43-642.png!",2,2,1
Homepage does not show profile name after logging in with SingPass,"After clicking 'Login with SingPass' and being redirected back to homepage, I still see 'Login/Register' at the top right corner.",3,3,3
Hyperlink still not working,"Those hyperlinks still redirect to google page

!image-2019-01-16-15-00-00-280.png!",3,3,3
IDP related activities not tracked in audit trail,"*Reporter*: Xtremax

Assignee : %binxian%

.",1,2,2
INC00408040 : T01123AH PROD Internet Applications VMs unable to connect to PROD DB Server (S1),"Hi GPC

 

This afternoon 12pm, we encountered connection issue between PROD application server and database server on System ID T01123AH. 

 

All 3 application server in Production are unable to connect to the database server. Please see below screenshot and firewall REQ being raised. Please help to check why the connection is unable to establish via port 1445 when rules been approved?

 

*+Error+*

*+!image011.jpg!+*

  !image012.jpg!

*+!image005.jpg!+*

 

*+Firewall Request in SSP+*

 

  !unnamed.png!

*+INC being logged+*

  !image007.png!

Tks & Rgds

 

 

.

 .

 ",1,1,1
INTRANET CTM Category Page Changes," 

Need to update UI for the follows:
 # adjust listing fetching according to updated API response
 2. change delete action to call delete endpoint
 3. implement detail page button show & hide logic
 refer to new sub cat controller here: [https://stash.xtremax.com/projects/NEAOSS/repos/neaoss.contentmanagement.intranet/browse/NeaOss.ContentManagement.Intranet.Api/Controllers/ServiceCategoriesController.cs]  

 

 

CC [~nicholas.posma]",2,2,2
Implement Internet 404 page,"Please assist to slice and implement the 404 page for internet. 

Y:\Xtremax Indo\00 Designs\NEA\NEA OSS - Public Site\06_Error Page\V01

 ",3,3,3
Implement the Acknowledgement Workflow,"Please implement the following:
 # Acknowledgement button on internet site
 # Implement the notification for acknowledgement for email, sms, and inbox.
 # Acknowledgement button will only appear when the appointment is in the future and the status = booked",1,1,1
Implement the consistency of the naming ,"To exclude ""List"" from side menu and breadcrumbs . 

 

!image-2019-01-23-19-54-02-553.png!

 

For breadcrumbs, ensure the name are the same as the side bar

!image-2019-01-23-19-55-34-223.png!",3,3,2
Implement the detail page ownership for intranet and internet,"Please help to implement eApplication internet (draft) and eApplication Intranet.
Thanks",1,1,1
Implement the detail page ownership for intranet and internet,"Please help to implement eDoc for Intranet and Internet. 
thanks",1,1,1
